
rtarget:     file format elf64-x86-64


Disassembly of section .init:

0000000000401000 <_init>:
  401000:	f3 0f 1e fa          	endbr64 
  402b15:	31 c0                	xor    %eax,%eax
  402b17:	bb 01 00 00 00       	mov    $0x1,%ebx
  402b1c:	eb 18                	jmp    402b36 <rio_readlineb+0x42>
  402b1e:	85 c0                	test   %eax,%eax
  402b20:	75 65                	jne    402b87 <rio_readlineb+0x93>
  402b22:	48 83 fb 01          	cmp    $0x1,%rbx
  402b26:	75 3d                	jne    402b65 <rio_readlineb+0x71>
  402b28:	b8 00 00 00 00       	mov    $0x0,%eax
  402b2d:	eb 3d                	jmp    402b6c <rio_readlineb+0x78>
  402b2f:	48 83 c3 01          	add    $0x1,%rbx
  402b33:	48 89 d5             	mov    %rdx,%rbp
  402b36:	4c 39 e3             	cmp    %r12,%rbx
  402b39:	73 2a                	jae    402b65 <rio_readlineb+0x71>
  402b3b:	48 8d 74 24 07       	lea    0x7(%rsp),%rsi
  402b40:	ba 01 00 00 00       	mov    $0x1,%edx
  402b45:	4c 89 ef             	mov    %r13,%rdi
  402b48:	e8 20 ff ff ff       	callq  402a6d <rio_read>
  402b4d:	83 f8 01             	cmp    $0x1,%eax
  402b50:	75 cc                	jne    402b1e <rio_readlineb+0x2a>
  402b52:	48 8d 55 01          	lea    0x1(%rbp),%rdx
  402b56:	0f b6 44 24 07       	movzbl 0x7(%rsp),%eax
  402b5b:	88 45 00             	mov    %al,0x0(%rbp)
  402b5e:	3c 0a                	cmp    $0xa,%al
  402b60:	75 cd                	jne    402b2f <rio_readlineb+0x3b>
  402b62:	48 89 d5             	mov    %rdx,%rbp
  402b65:	c6 45 00 00          	movb   $0x0,0x0(%rbp)
  402b69:	48 89 d8             	mov    %rbx,%rax
  402b6c:	48 8b 4c 24 08       	mov    0x8(%rsp),%rcx
  402b71:	64 48 33 0c 25 28 00 	xor    %fs:0x28,%rcx
  402b78:	00 00 
  402b7a:	75 14                	jne    402b90 <rio_readlineb+0x9c>
  402b7c:	48 83 c4 18          	add    $0x18,%rsp
  402b80:	5b                   	pop    %rbx
  402b81:	5d                   	pop    %rbp
  402b82:	41 5c                	pop    %r12
  402b84:	41 5d                	pop    %r13
  402b86:	c3                   	retq   
  402b87:	48 c7 c0 ff ff ff ff 	mov    $0xffffffffffffffff,%rax
  402b8e:	eb dc                	jmp    402b6c <rio_readlineb+0x78>
  402b90:	e8 1b e7 ff ff       	callq  4012b0 <__stack_chk_fail@plt>

0000000000402b95 <urlencode>:
  402b95:	41 54                	push   %r12
  402b97:	55                   	push   %rbp
  402b98:	53                   	push   %rbx
  402b99:	48 83 ec 10          	sub    $0x10,%rsp
  402b9d:	48 89 fb             	mov    %rdi,%rbx
  402ba0:	48 89 f5             	mov    %rsi,%rbp
  402ba3:	64 48 8b 04 25 28 00 	mov    %fs:0x28,%rax
  402baa:	00 00 
  402bac:	48 89 44 24 08       	mov    %rax,0x8(%rsp)
  402bb1:	31 c0                	xor    %eax,%eax
  402bb3:	48 c7 c1 ff ff ff ff 	mov    $0xffffffffffffffff,%rcx
  402bba:	f2 ae                	repnz scas %es:(%rdi),%al
  402bbc:	48 f7 d1             	not    %rcx
  402bbf:	8d 41 ff             	lea    -0x1(%rcx),%eax
  402bc2:	eb 0f                	jmp    402bd3 <urlencode+0x3e>
  402bc4:	44 88 45 00          	mov    %r8b,0x0(%rbp)
  402bc8:	48 8d 6d 01          	lea    0x1(%rbp),%rbp
  402bcc:	48 83 c3 01          	add    $0x1,%rbx
  402bd0:	44 89 e0             	mov    %r12d,%eax
  402bd3:	44 8d 60 ff          	lea    -0x1(%rax),%r12d
  402bd7:	85 c0                	test   %eax,%eax
  402bd9:	0f 84 a8 00 00 00    	je     402c87 <urlencode+0xf2>
  402bdf:	44 0f b6 03          	movzbl (%rbx),%r8d
  402be3:	41 80 f8 2a          	cmp    $0x2a,%r8b
  402be7:	0f 94 c2             	sete   %dl
  402bea:	41 80 f8 2d          	cmp    $0x2d,%r8b
  402bee:	0f 94 c0             	sete   %al
  402bf1:	08 c2                	or     %al,%dl
  402bf3:	75 cf                	jne    402bc4 <urlencode+0x2f>
  402bf5:	41 80 f8 2e          	cmp    $0x2e,%r8b
  402bf9:	74 c9                	je     402bc4 <urlencode+0x2f>
  402bfb:	41 80 f8 5f          	cmp    $0x5f,%r8b
  402bff:	74 c3                	je     402bc4 <urlencode+0x2f>
  402c01:	41 8d 40 d0          	lea    -0x30(%r8),%eax
  402c05:	3c 09                	cmp    $0x9,%al
  402c07:	76 bb                	jbe    402bc4 <urlencode+0x2f>
  402c09:	41 8d 40 bf          	lea    -0x41(%r8),%eax
  402c0d:	3c 19                	cmp    $0x19,%al
  402c0f:	76 b3                	jbe    402bc4 <urlencode+0x2f>
  402c11:	41 8d 40 9f          	lea    -0x61(%r8),%eax
  402c15:	3c 19                	cmp    $0x19,%al
  402c17:	76 ab                	jbe    402bc4 <urlencode+0x2f>
  402c19:	41 80 f8 20          	cmp    $0x20,%r8b
  402c1d:	74 56                	je     402c75 <urlencode+0xe0>
  402c1f:	41 8d 40 e0          	lea    -0x20(%r8),%eax
  402c23:	3c 5f                	cmp    $0x5f,%al
  402c25:	0f 96 c2             	setbe  %dl
  402c28:	41 80 f8 09          	cmp    $0x9,%r8b
  402c2c:	0f 94 c0             	sete   %al
  402c2f:	08 c2                	or     %al,%dl
  402c31:	74 4f                	je     402c82 <urlencode+0xed>
  402c33:	48 89 e7             	mov    %rsp,%rdi
  402c36:	45 0f b6 c0          	movzbl %r8b,%r8d
  402c3a:	48 8d 0d 44 1b 00 00 	lea    0x1b44(%rip),%rcx        # 404785 <trans_char+0xa5>
  402c41:	ba 08 00 00 00       	mov    $0x8,%edx
  402c46:	be 01 00 00 00       	mov    $0x1,%esi
  402c4b:	b8 00 00 00 00       	mov    $0x0,%eax
  402c50:	e8 db e7 ff ff       	callq  401430 <__sprintf_chk@plt>
  402c55:	0f b6 04 24          	movzbl (%rsp),%eax
  402c59:	88 45 00             	mov    %al,0x0(%rbp)
  402c5c:	0f b6 44 24 01       	movzbl 0x1(%rsp),%eax
  402c61:	88 45 01             	mov    %al,0x1(%rbp)
  402c64:	0f b6 44 24 02       	movzbl 0x2(%rsp),%eax
  402c69:	88 45 02             	mov    %al,0x2(%rbp)
  402c6c:	48 8d 6d 03          	lea    0x3(%rbp),%rbp
  402c70:	e9 57 ff ff ff       	jmpq   402bcc <urlencode+0x37>
  402c75:	c6 45 00 2b          	movb   $0x2b,0x0(%rbp)
  402c79:	48 8d 6d 01          	lea    0x1(%rbp),%rbp
  402c7d:	e9 4a ff ff ff       	jmpq   402bcc <urlencode+0x37>
  402c82:	b8 ff ff ff ff       	mov    $0xffffffff,%eax
  402c87:	48 8b 74 24 08       	mov    0x8(%rsp),%rsi
  402c8c:	64 48 33 34 25 28 00 	xor    %fs:0x28,%rsi
  402c93:	00 00 
  402c95:	75 09                	jne    402ca0 <urlencode+0x10b>
  402c97:	48 83 c4 10          	add    $0x10,%rsp
  402c9b:	5b                   	pop    %rbx
  402c9c:	5d                   	pop    %rbp
  402c9d:	41 5c                	pop    %r12
  402c9f:	c3                   	retq   
  402ca0:	e8 0b e6 ff ff       	callq  4012b0 <__stack_chk_fail@plt>

0000000000402ca5 <submitr>:
  402ca5:	41 57                	push   %r15
  402ca7:	41 56                	push   %r14
  402ca9:	41 55                	push   %r13
  402cab:	41 54                	push   %r12
  402cad:	55                   	push   %rbp
  402cae:	53                   	push   %rbx
  402caf:	4c 8d 9c 24 00 60 ff 	lea    -0xa000(%rsp),%r11
  402cb6:	ff 
  402cb7:	48 81 ec 00 10 00 00 	sub    $0x1000,%rsp
  402cbe:	48 83 0c 24 00       	orq    $0x0,(%rsp)
  402cc3:	4c 39 dc             	cmp    %r11,%rsp
  402cc6:	75 ef                	jne    402cb7 <submitr+0x12>
  402cc8:	48 83 ec 68          	sub    $0x68,%rsp
  402ccc:	49 89 fc             	mov    %rdi,%r12
  402ccf:	89 74 24 14          	mov    %esi,0x14(%rsp)
  402cd3:	49 89 d6             	mov    %rdx,%r14
  402cd6:	48 89 4c 24 08       	mov    %rcx,0x8(%rsp)
  402cdb:	4c 89 44 24 18       	mov    %r8,0x18(%rsp)
  402ce0:	4d 89 cd             	mov    %r9,%r13
  402ce3:	48 8b ac 24 a0 a0 00 	mov    0xa0a0(%rsp),%rbp
  402cea:	00 
  402ceb:	64 48 8b 04 25 28 00 	mov    %fs:0x28,%rax
  402cf2:	00 00 
  402cf4:	48 89 84 24 58 a0 00 	mov    %rax,0xa058(%rsp)
  402cfb:	00 
  402cfc:	31 c0                	xor    %eax,%eax
  402cfe:	c7 44 24 2c 00 00 00 	movl   $0x0,0x2c(%rsp)
  402d05:	00 
  402d06:	ba 00 00 00 00       	mov    $0x0,%edx
  402d0b:	be 01 00 00 00       	mov    $0x1,%esi
  402d10:	bf 02 00 00 00       	mov    $0x2,%edi
  402d15:	e8 26 e7 ff ff       	callq  401440 <socket@plt>
  402d1a:	85 c0                	test   %eax,%eax
  402d1c:	0f 88 a0 02 00 00    	js     402fc2 <submitr+0x31d>
  402d22:	89 c3                	mov    %eax,%ebx
  402d24:	4c 89 e7             	mov    %r12,%rdi
  402d27:	e8 f4 e5 ff ff       	callq  401320 <gethostbyname@plt>
  402d2c:	48 85 c0             	test   %rax,%rax
  402d2f:	0f 84 d9 02 00 00    	je     40300e <submitr+0x369>
  402d35:	4c 8d 7c 24 30       	lea    0x30(%rsp),%r15
  402d3a:	48 c7 44 24 30 00 00 	movq   $0x0,0x30(%rsp)
  402d41:	00 00 
  402d43:	48 c7 44 24 38 00 00 	movq   $0x0,0x38(%rsp)
  402d4a:	00 00 
  402d4c:	66 c7 44 24 30 02 00 	movw   $0x2,0x30(%rsp)
  402d53:	48 63 50 14          	movslq 0x14(%rax),%rdx
  402d57:	48 8b 40 18          	mov    0x18(%rax),%rax
  402d5b:	48 8b 30             	mov    (%rax),%rsi
  402d5e:	48 8d 7c 24 34       	lea    0x34(%rsp),%rdi
  402d63:	b9 0c 00 00 00       	mov    $0xc,%ecx
  402d68:	e8 c3 e5 ff ff       	callq  401330 <__memmove_chk@plt>
  402d6d:	0f b7 74 24 14       	movzwl 0x14(%rsp),%esi
  402d72:	66 c1 c6 08          	rol    $0x8,%si
  402d76:	66 89 74 24 32       	mov    %si,0x32(%rsp)
  402d7b:	ba 10 00 00 00       	mov    $0x10,%edx
  402d80:	4c 89 fe             	mov    %r15,%rsi
  402d83:	89 df                	mov    %ebx,%edi
  402d85:	e8 76 e6 ff ff       	callq  401400 <connect@plt>
  402d8a:	85 c0                	test   %eax,%eax
  402d8c:	0f 88 e4 02 00 00    	js     403076 <submitr+0x3d1>
  402d92:	49 c7 c0 ff ff ff ff 	mov    $0xffffffffffffffff,%r8
  402d99:	b8 00 00 00 00       	mov    $0x0,%eax
  402d9e:	4c 89 c1             	mov    %r8,%rcx
  402da1:	4c 89 ef             	mov    %r13,%rdi
  402da4:	f2 ae                	repnz scas %es:(%rdi),%al
  402da6:	48 89 ca             	mov    %rcx,%rdx
  402da9:	48 f7 d2             	not    %rdx
  402dac:	4c 89 c1             	mov    %r8,%rcx
  402daf:	4c 89 f7             	mov    %r14,%rdi
  402db2:	f2 ae                	repnz scas %es:(%rdi),%al
  402db4:	48 f7 d1             	not    %rcx
  402db7:	48 89 ce             	mov    %rcx,%rsi
  402dba:	4c 89 c1             	mov    %r8,%rcx
  402dbd:	48 8b 7c 24 08       	mov    0x8(%rsp),%rdi
  402dc2:	f2 ae                	repnz scas %es:(%rdi),%al
  402dc4:	48 f7 d1             	not    %rcx
  402dc7:	48 8d 74 0e fe       	lea    -0x2(%rsi,%rcx,1),%rsi
  402dcc:	4c 89 c1             	mov    %r8,%rcx
  402dcf:	48 8b 7c 24 18       	mov    0x18(%rsp),%rdi
  402dd4:	f2 ae                	repnz scas %es:(%rdi),%al
  402dd6:	48 89 c8             	mov    %rcx,%rax
  402dd9:	48 f7 d0             	not    %rax
  402ddc:	48 8d 4c 06 ff       	lea    -0x1(%rsi,%rax,1),%rcx
  402de1:	48 8d 44 52 fd       	lea    -0x3(%rdx,%rdx,2),%rax
  402de6:	48 8d 84 01 80 00 00 	lea    0x80(%rcx,%rax,1),%rax
  402ded:	00 
  402dee:	48 3d 00 20 00 00    	cmp    $0x2000,%rax
  402df4:	0f 87 d6 02 00 00    	ja     4030d0 <submitr+0x42b>
  402dfa:	48 8d b4 24 50 40 00 	lea    0x4050(%rsp),%rsi
  402e01:	00 
  402e02:	b9 00 04 00 00       	mov    $0x400,%ecx
  402e07:	b8 00 00 00 00       	mov    $0x0,%eax
  402e0c:	48 89 f7             	mov    %rsi,%rdi
  402e0f:	f3 48 ab             	rep stos %rax,%es:(%rdi)
  402e12:	4c 89 ef             	mov    %r13,%rdi
  402e15:	e8 7b fd ff ff       	callq  402b95 <urlencode>
  402e1a:	85 c0                	test   %eax,%eax
  402e1c:	0f 88 21 03 00 00    	js     403143 <submitr+0x49e>
  402e22:	4c 8d bc 24 50 20 00 	lea    0x2050(%rsp),%r15
  402e29:	00 
  402e2a:	41 54                	push   %r12
  402e2c:	48 8d 84 24 58 40 00 	lea    0x4058(%rsp),%rax
  402e33:	00 
  402e34:	50                   	push   %rax
  402e35:	4d 89 f1             	mov    %r14,%r9
  402e38:	4c 8b 44 24 18       	mov    0x18(%rsp),%r8
  402e3d:	48 8d 0d d4 18 00 00 	lea    0x18d4(%rip),%rcx        # 404718 <trans_char+0x38>
  402e44:	ba 00 20 00 00       	mov    $0x2000,%edx
  402e49:	be 01 00 00 00       	mov    $0x1,%esi
  402e4e:	4c 89 ff             	mov    %r15,%rdi
  402e51:	b8 00 00 00 00       	mov    $0x0,%eax
  402e56:	e8 d5 e5 ff ff       	callq  401430 <__sprintf_chk@plt>
  402e5b:	48 c7 c1 ff ff ff ff 	mov    $0xffffffffffffffff,%rcx
  402e62:	b8 00 00 00 00       	mov    $0x0,%eax
  402e67:	4c 89 ff             	mov    %r15,%rdi
  402e6a:	f2 ae                	repnz scas %es:(%rdi),%al
  402e6c:	48 f7 d1             	not    %rcx
  402e6f:	48 8d 51 ff          	lea    -0x1(%rcx),%rdx
  402e73:	4c 89 fe             	mov    %r15,%rsi
  402e76:	89 df                	mov    %ebx,%edi
  402e78:	e8 92 fb ff ff       	callq  402a0f <rio_writen>
  402e7d:	48 83 c4 10          	add    $0x10,%rsp
  402e81:	48 85 c0             	test   %rax,%rax
  402e84:	0f 88 44 03 00 00    	js     4031ce <submitr+0x529>
  402e8a:	4c 8d 64 24 40       	lea    0x40(%rsp),%r12
  402e8f:	89 de                	mov    %ebx,%esi
  402e91:	4c 89 e7             	mov    %r12,%rdi
  402e94:	e8 32 fb ff ff       	callq  4029cb <rio_readinitb>
  402e99:	48 8d b4 24 50 20 00 	lea    0x2050(%rsp),%rsi
  402ea0:	00 
  402ea1:	ba 00 20 00 00       	mov    $0x2000,%edx
  402ea6:	4c 89 e7             	mov    %r12,%rdi
  402ea9:	e8 46 fc ff ff       	callq  402af4 <rio_readlineb>
  402eae:	48 85 c0             	test   %rax,%rax
  402eb1:	0f 8e 86 03 00 00    	jle    40323d <submitr+0x598>
  402eb7:	48 8d 4c 24 2c       	lea    0x2c(%rsp),%rcx
  402ebc:	48 8d 94 24 50 60 00 	lea    0x6050(%rsp),%rdx
  402ec3:	00 
  402ec4:	48 8d bc 24 50 20 00 	lea    0x2050(%rsp),%rdi
  402ecb:	00 
  402ecc:	4c 8d 84 24 50 80 00 	lea    0x8050(%rsp),%r8
  402ed3:	00 
  402ed4:	48 8d 35 b1 18 00 00 	lea    0x18b1(%rip),%rsi        # 40478c <trans_char+0xac>
  402edb:	b8 00 00 00 00       	mov    $0x0,%eax
  402ee0:	e8 9b e4 ff ff       	callq  401380 <__isoc99_sscanf@plt>
  402ee5:	48 8d b4 24 50 20 00 	lea    0x2050(%rsp),%rsi
  402eec:	00 
  402eed:	b9 03 00 00 00       	mov    $0x3,%ecx
  402ef2:	48 8d 3d aa 18 00 00 	lea    0x18aa(%rip),%rdi        # 4047a3 <trans_char+0xc3>
  402ef9:	f3 a6                	repz cmpsb %es:(%rdi),%ds:(%rsi)
  402efb:	0f 97 c0             	seta   %al
  402efe:	1c 00                	sbb    $0x0,%al
  402f00:	84 c0                	test   %al,%al
  402f02:	0f 84 b3 03 00 00    	je     4032bb <submitr+0x616>
  402f08:	48 8d b4 24 50 20 00 	lea    0x2050(%rsp),%rsi
  402f0f:	00 
  402f10:	48 8d 7c 24 40       	lea    0x40(%rsp),%rdi
  402f15:	ba 00 20 00 00       	mov    $0x2000,%edx
  402f1a:	e8 d5 fb ff ff       	callq  402af4 <rio_readlineb>
  402f1f:	48 85 c0             	test   %rax,%rax
  402f22:	7f c1                	jg     402ee5 <submitr+0x240>
  402f24:	48 b8 45 72 72 6f 72 	movabs $0x43203a726f727245,%rax
  402f2b:	3a 20 43 
  402f2e:	48 ba 6c 69 65 6e 74 	movabs $0x6e7520746e65696c,%rdx
  402f35:	20 75 6e 
  402f38:	48 89 45 00          	mov    %rax,0x0(%rbp)
  402f3c:	48 89 55 08          	mov    %rdx,0x8(%rbp)
  402f40:	48 b8 61 62 6c 65 20 	movabs $0x206f7420656c6261,%rax
  402f47:	74 6f 20 
  402f4a:	48 ba 72 65 61 64 20 	movabs $0x6165682064616572,%rdx
  402f51:	68 65 61 
  402f54:	48 89 45 10          	mov    %rax,0x10(%rbp)
  402f58:	48 89 55 18          	mov    %rdx,0x18(%rbp)
  402f5c:	48 b8 64 65 72 73 20 	movabs $0x6f72662073726564,%rax
  402f63:	66 72 6f 
  402f66:	48 ba 6d 20 74 68 65 	movabs $0x657220656874206d,%rdx
  402f6d:	20 72 65 
  402f70:	48 89 45 20          	mov    %rax,0x20(%rbp)
  402f74:	48 89 55 28          	mov    %rdx,0x28(%rbp)
  402f78:	48 b8 73 75 6c 74 20 	movabs $0x72657320746c7573,%rax
  402f7f:	73 65 72 
  402f82:	48 89 45 30          	mov    %rax,0x30(%rbp)
  402f86:	c7 45 38 76 65 72 00 	movl   $0x726576,0x38(%rbp)
  402f8d:	89 df                	mov    %ebx,%edi
  402f8f:	e8 5c e3 ff ff       	callq  4012f0 <close@plt>
  402f94:	b8 ff ff ff ff       	mov    $0xffffffff,%eax
  402f99:	48 8b 9c 24 58 a0 00 	mov    0xa058(%rsp),%rbx
  402fa0:	00 
  402fa1:	64 48 33 1c 25 28 00 	xor    %fs:0x28,%rbx
  402fa8:	00 00 
  402faa:	0f 85 7e 04 00 00    	jne    40342e <submitr+0x789>
  402fb0:	48 81 c4 68 a0 00 00 	add    $0xa068,%rsp
  402fb7:	5b                   	pop    %rbx
  402fb8:	5d                   	pop    %rbp
  402fb9:	41 5c                	pop    %r12
  402fbb:	41 5d                	pop    %r13
  402fbd:	41 5e                	pop    %r14
  402fbf:	41 5f                	pop    %r15
  402fc1:	c3                   	retq   
  402fc2:	48 b8 45 72 72 6f 72 	movabs $0x43203a726f727245,%rax
  402fc9:	3a 20 43 
  402fcc:	48 ba 6c 69 65 6e 74 	movabs $0x6e7520746e65696c,%rdx
  402fd3:	20 75 6e 
  402fd6:	48 89 45 00          	mov    %rax,0x0(%rbp)
  402fda:	48 89 55 08          	mov    %rdx,0x8(%rbp)
  402fde:	48 b8 61 62 6c 65 20 	movabs $0x206f7420656c6261,%rax
  402fe5:	74 6f 20 
  402fe8:	48 ba 63 72 65 61 74 	movabs $0x7320657461657263,%rdx
  402fef:	65 20 73 
  402ff2:	48 89 45 10          	mov    %rax,0x10(%rbp)
  402ff6:	48 89 55 18          	mov    %rdx,0x18(%rbp)
  402ffa:	c7 45 20 6f 63 6b 65 	movl   $0x656b636f,0x20(%rbp)
  403001:	66 c7 45 24 74 00    	movw   $0x74,0x24(%rbp)
  403007:	b8 ff ff ff ff       	mov    $0xffffffff,%eax
  40300c:	eb 8b                	jmp    402f99 <submitr+0x2f4>
  40300e:	48 b8 45 72 72 6f 72 	movabs $0x44203a726f727245,%rax
  403015:	3a 20 44 
  403018:	48 ba 4e 53 20 69 73 	movabs $0x6e7520736920534e,%rdx
  40301f:	20 75 6e 
  403022:	48 89 45 00          	mov    %rax,0x0(%rbp)
  403026:	48 89 55 08          	mov    %rdx,0x8(%rbp)
  40302a:	48 b8 61 62 6c 65 20 	movabs $0x206f7420656c6261,%rax
  403031:	74 6f 20 
  403034:	48 ba 72 65 73 6f 6c 	movabs $0x2065766c6f736572,%rdx
  40303b:	76 65 20 
  40303e:	48 89 45 10          	mov    %rax,0x10(%rbp)
  403042:	48 89 55 18          	mov    %rdx,0x18(%rbp)
  403046:	48 b8 73 65 72 76 65 	movabs $0x6120726576726573,%rax
  40304d:	72 20 61 
  403050:	48 89 45 20          	mov    %rax,0x20(%rbp)
  403054:	c7 45 28 64 64 72 65 	movl   $0x65726464,0x28(%rbp)
  40305b:	66 c7 45 2c 73 73    	movw   $0x7373,0x2c(%rbp)
  403061:	c6 45 2e 00          	movb   $0x0,0x2e(%rbp)
  403065:	89 df                	mov    %ebx,%edi
  403067:	e8 84 e2 ff ff       	callq  4012f0 <close@plt>
  40306c:	b8 ff ff ff ff       	mov    $0xffffffff,%eax
  403071:	e9 23 ff ff ff       	jmpq   402f99 <submitr+0x2f4>
  403076:	48 b8 45 72 72 6f 72 	movabs $0x55203a726f727245,%rax
  40307d:	3a 20 55 
  403080:	48 ba 6e 61 62 6c 65 	movabs $0x6f7420656c62616e,%rdx
  403087:	20 74 6f 
  40308a:	48 89 45 00          	mov    %rax,0x0(%rbp)
  40308e:	48 89 55 08          	mov    %rdx,0x8(%rbp)
  403092:	48 b8 20 63 6f 6e 6e 	movabs $0x7463656e6e6f6320,%rax
  403099:	65 63 74 
  40309c:	48 ba 20 74 6f 20 74 	movabs $0x20656874206f7420,%rdx
  4030a3:	68 65 20 
  4030a6:	48 89 45 10          	mov    %rax,0x10(%rbp)
  4030aa:	48 89 55 18          	mov    %rdx,0x18(%rbp)
  4030ae:	c7 45 20 73 65 72 76 	movl   $0x76726573,0x20(%rbp)
  4030b5:	66 c7 45 24 65 72    	movw   $0x7265,0x24(%rbp)
  4030bb:	c6 45 26 00          	movb   $0x0,0x26(%rbp)
  4030bf:	89 df                	mov    %ebx,%edi
  4030c1:	e8 2a e2 ff ff       	callq  4012f0 <close@plt>
  4030c6:	b8 ff ff ff ff       	mov    $0xffffffff,%eax
  4030cb:	e9 c9 fe ff ff       	jmpq   402f99 <submitr+0x2f4>
  4030d0:	48 b8 45 72 72 6f 72 	movabs $0x52203a726f727245,%rax
  4030d7:	3a 20 52 
  4030da:	48 ba 65 73 75 6c 74 	movabs $0x747320746c757365,%rdx
  4030e1:	20 73 74 
  4030e4:	48 89 45 00          	mov    %rax,0x0(%rbp)
  4030e8:	48 89 55 08          	mov    %rdx,0x8(%rbp)
  4030ec:	48 b8 72 69 6e 67 20 	movabs $0x6f6f7420676e6972,%rax
  4030f3:	74 6f 6f 
  4030f6:	48 ba 20 6c 61 72 67 	movabs $0x202e656772616c20,%rdx
  4030fd:	65 2e 20 
  403100:	48 89 45 10          	mov    %rax,0x10(%rbp)
  403104:	48 89 55 18          	mov    %rdx,0x18(%rbp)
  403108:	48 b8 49 6e 63 72 65 	movabs $0x6573616572636e49,%rax
  40310f:	61 73 65 
  403112:	48 ba 20 53 55 42 4d 	movabs $0x5254494d42555320,%rdx
  403119:	49 54 52 
  40311c:	48 89 45 20          	mov    %rax,0x20(%rbp)
  403120:	48 89 55 28          	mov    %rdx,0x28(%rbp)
  403124:	48 b8 5f 4d 41 58 42 	movabs $0x46554258414d5f,%rax
  40312b:	55 46 00 
  40312e:	48 89 45 30          	mov    %rax,0x30(%rbp)
  403132:	89 df                	mov    %ebx,%edi
  403134:	e8 b7 e1 ff ff       	callq  4012f0 <close@plt>
  403139:	b8 ff ff ff ff       	mov    $0xffffffff,%eax
  40313e:	e9 56 fe ff ff       	jmpq   402f99 <submitr+0x2f4>
  403143:	48 b8 45 72 72 6f 72 	movabs $0x52203a726f727245,%rax
  40314a:	3a 20 52 
  40314d:	48 ba 65 73 75 6c 74 	movabs $0x747320746c757365,%rdx
  403154:	20 73 74 
  403157:	48 89 45 00          	mov    %rax,0x0(%rbp)
  40315b:	48 89 55 08          	mov    %rdx,0x8(%rbp)
  40315f:	48 b8 72 69 6e 67 20 	movabs $0x6e6f6320676e6972,%rax
  403166:	63 6f 6e 
  403169:	48 ba 74 61 69 6e 73 	movabs $0x6e6120736e696174,%rdx
  403170:	20 61 6e 
  403173:	48 89 45 10          	mov    %rax,0x10(%rbp)
  403177:	48 89 55 18          	mov    %rdx,0x18(%rbp)
  40317b:	48 b8 20 69 6c 6c 65 	movabs $0x6c6167656c6c6920,%rax
  403182:	67 61 6c 
  403185:	48 ba 20 6f 72 20 75 	movabs $0x72706e7520726f20,%rdx
  40318c:	6e 70 72 
  40318f:	48 89 45 20          	mov    %rax,0x20(%rbp)
  403193:	48 89 55 28          	mov    %rdx,0x28(%rbp)
  403197:	48 b8 69 6e 74 61 62 	movabs $0x20656c6261746e69,%rax
  40319e:	6c 65 20 
  4031a1:	48 ba 63 68 61 72 61 	movabs $0x6574636172616863,%rdx
  4031a8:	63 74 65 
  4031ab:	48 89 45 30          	mov    %rax,0x30(%rbp)
  4031af:	48 89 55 38          	mov    %rdx,0x38(%rbp)
  4031b3:	66 c7 45 40 72 2e    	movw   $0x2e72,0x40(%rbp)
  4031b9:	c6 45 42 00          	movb   $0x0,0x42(%rbp)
  4031bd:	89 df                	mov    %ebx,%edi
  4031bf:	e8 2c e1 ff ff       	callq  4012f0 <close@plt>
  4031c4:	b8 ff ff ff ff       	mov    $0xffffffff,%eax
  4031c9:	e9 cb fd ff ff       	jmpq   402f99 <submitr+0x2f4>
  4031ce:	48 b8 45 72 72 6f 72 	movabs $0x43203a726f727245,%rax
  4031d5:	3a 20 43 
  4031d8:	48 ba 6c 69 65 6e 74 	movabs $0x6e7520746e65696c,%rdx
  4031df:	20 75 6e 
  4031e2:	48 89 45 00          	mov    %rax,0x0(%rbp)
  4031e6:	48 89 55 08          	mov    %rdx,0x8(%rbp)
  4031ea:	48 b8 61 62 6c 65 20 	movabs $0x206f7420656c6261,%rax
  4031f1:	74 6f 20 
  4031f4:	48 ba 77 72 69 74 65 	movabs $0x6f74206574697277,%rdx
  4031fb:	20 74 6f 
  4031fe:	48 89 45 10          	mov    %rax,0x10(%rbp)
  403202:	48 89 55 18          	mov    %rdx,0x18(%rbp)
  403206:	48 b8 20 74 68 65 20 	movabs $0x7365722065687420,%rax
  40320d:	72 65 73 
  403210:	48 ba 75 6c 74 20 73 	movabs $0x7672657320746c75,%rdx
  403217:	65 72 76 
  40321a:	48 89 45 20          	mov    %rax,0x20(%rbp)
  40321e:	48 89 55 28          	mov    %rdx,0x28(%rbp)
  403222:	66 c7 45 30 65 72    	movw   $0x7265,0x30(%rbp)
  403228:	c6 45 32 00          	movb   $0x0,0x32(%rbp)
  40322c:	89 df                	mov    %ebx,%edi
  40322e:	e8 bd e0 ff ff       	callq  4012f0 <close@plt>
  403233:	b8 ff ff ff ff       	mov    $0xffffffff,%eax
  403238:	e9 5c fd ff ff       	jmpq   402f99 <submitr+0x2f4>
  40323d:	48 b8 45 72 72 6f 72 	movabs $0x43203a726f727245,%rax
  403244:	3a 20 43 
  403247:	48 ba 6c 69 65 6e 74 	movabs $0x6e7520746e65696c,%rdx
  40324e:	20 75 6e 
  403251:	48 89 45 00          	mov    %rax,0x0(%rbp)
  403255:	48 89 55 08          	mov    %rdx,0x8(%rbp)
  403259:	48 b8 61 62 6c 65 20 	movabs $0x206f7420656c6261,%rax
  403260:	74 6f 20 
